Headline,Sentiment
CBS downgraded by Wells Fargo,negative
"Media Stock Meltdown Draws Downgrades For Disney, CBS, Fox",negative
CBS Stock Gets Price Target Cut at Benchmark,negative
Coca-Cola Ent downgraded by Argus,negative
Coca-Cola Ent downgraded by Gabelli & Co,negative
Coca-Cola Enterprises Counters Weak Sales: Time to Buy?,negative
Crown Castle misses Street 2Q forecasts,negative
Carnival reports 4Q loss,negative
Celgene Corporation -- Moody's reviews Celgene's Baa1 rating for downgrade,negative
"Celgene Delivers as Expected in Q2, but Raises New Questions",negative
Celgene says patent-fighting hedge fund manager wants to short its shares,negative
"4:20 pm Cerner reports EPS in-line, misses on revs; guides Q3 EPS in-line",negative
Cerner Corporation Disappoints With Q2 Results,negative
"Cerner Lowers Sales Forecast, Q2 EPS In Line",negative
Cerner Profit Falls on Costs,negative
Cerner (CERN) Stock Stock Falls on Mixed Quarterly Results,negative
"Cerner Earnings Meet, Sales Lag; Stock Down on View Cut - Analyst Blog",negative
Cerner downgraded by RBC Capital Mkts and Stifel,negative
Why Cerner Corporation Shares Are Falling Today,negative
CF Industries downgraded by Credit Agricole,negative
CF misses Street 3Q forecasts,negative
CF Industries downgraded by Susquehanna,negative
CF Industries downgraded by RBC Capital Mkts,negative
"5:35 pm CF Industries misses by $0.01, reports revs in-line",negative
CF Industries Sees Revenue Fall,negative
"CF tax inversion 'wrong', says senator",negative
Top US senator rails at CF Industries' plan to redomicile to UK,negative
Chesapeake Energy (CHK) Stock Down as Oil Prices Decline,negative
Chesapeake Energy (CHK) Stock Down as U.S Crude Inventories Rise,negative
Chesapeake Energy (CHK) Stock Falls on Lower Oil Prices,negative
Chesapeake Energy ordered to pay $379.7 million in bond dispute,negative
Chesapeake Energy ordered to pay $379.7 mln in bond dispute,negative
Chesapeake Energy: A Whole Lot of Shorting Going On,negative
Stock Charts Say Avoid Chesapeake Energy This Summer,negative
Chesapeake Energy 2Q profit drops 68 percent,negative
"Chesapeake Energy sues founder, former CEO McClendon",negative
Chesapeake Energy sues ousted chief for stealing data,negative
Chesapeake reports 1Q loss,negative
Chesapeake Energy (CHK) Stock Down as Oil Prices Slump,negative
Chesapeake Energy (CHK) Forced to Increase Bond Payouts - Stocks in the News,negative
Chesapeake Energy (CHK) Stock Falls Along With Oil Prices,negative
Chesapeake Energy bond payout raised to $438.7 million,negative
Chesapeake Dividend Cut Backfires for Bonds by Clouding Outlook,negative
Chesapeake Energy Corporation's Dividend Cut Was Long Overdue,negative
Chesapeake Energy downgraded by Credit Suisse,negative
Chesapeake Energy eliminates annual dividend,negative
Chesapeake Energy suspends dividend payments,negative
Chesapeake Energy to Drop Dividend,negative
Chesapeake Energy to Halt Dividend from Q3 & Save Costs - Analyst Blog,negative
Chesapeake Halts Dividends on Energy Slump,negative
Chesapeake Suspends Dividend in Defensive Move; Stock Falls,negative
Chesapeake says it can no longer pay dividends and now the stock is tanking,negative
"Credit Suisse Downgrades Chesapeake, Sees Little Upside Considering Company May 'Choose To Protect The Balance Sheet'",negative
This Time Is Different: Chesapeake Energy Scraps Dividend Amid Oil And Gas Plunge,negative
Chesapeake (CHK) Stock Down as Crude Oil Falls,negative
Chesapeake Energy (CHK) Stock Tumbles as Oil Prices Fall,negative
Chesapeake Energy puts surge,negative
Chesapeake Energy (CHK) Stock Slides With Tumbling Oil Prices,negative
"Chesapeake Energy Has Quarterly Loss, Shares Tumble",negative
Chesapeake Energy Posts Loss On $5B Impairment Charge,negative
Chesapeake Energy Posts Loss on $5B Impairment Charge,negative
Chesapeake Energy Takes $4 Billion Write-Down Amid Weak Oil Prices,negative
"Chesapeake Energy has quarterly loss, shares tumble",negative
Chesapeake Energy posts loss on $5 bln impairment charge,negative
"Chesapeake Loss Narrower than Expected in Q2, Sales Miss - Analyst Blog",negative
Chesapeake Troubles Deepen on Glut-Driven Second-Quarter Loss,negative
Chesapeake reports 2Q loss,negative
The Dim Outlook For Chesapeake Energy,negative
Chesapeake Energy (CHK) Stock Falling on Lower Oil Prices,negative
Chesapeake Energy (CHK) Stock Falls on Negative Analyst Note,negative
Chesapeake Energy (CHK) Stock Down As Oil Prices Dip,negative
Chesapeake Energy (CHK) Stock Down on Moody's Negative Note,negative
Chesapeake Energy Corporation -- Moody's: Chesapeake Energy's credit metrics pressured by higher costs than peers,negative
Chesapeake Energy (CHK) Stock Falls Amid Declining Oil Prices,negative
Chesapeake Energy Corp. breached its 50 day moving average in a Bearish manner,negative
C.H. Robinson misses Street 1Q forecasts,negative
Faber Report: Antitrust issues for Cigna-Anthem,negative
"Anthem confident, but experts see antitrust hurdles to Cigna deal",negative
Cigna rebuffs Anthem's 'deeply disappointing' proposal,negative
Cigna rejects Anthem's latest merger deal,negative
Cigna to reject Anthem takeover bid,negative
Health insurer Cigna rejects Anthem takeover bid,negative
Anthem-Cigna Deal Is Bad For Doctors On Obamacare Networks,negative
Anthem Cigna Takeover Tied to Rival Deals in Antitrust Review,negative
"CI SHAREHOLDER ALERT: The Law Offices of Vincent Wong Launches an Investigation of the Board of Directors of Cigna Corp. Regarding the Sale of the Company to Anthem, Inc.",negative
"CIGNA INVESTOR ALERT BY THE FORMER ATTORNEY GENERAL OF LOUISIANA: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of Cigna Corporation",negative
"CIGNA SHAREHOLDER NOTICE: Faruqi & Faruqi, LLP Announces the Investigation of Cigna Corp. (CI) Over the Proposed Sale of the Company to Anthem Inc.",negative
Cigna Corp. Stockholders Encouraged to Contact Securities Law Firm about Takeover,negative
"EQUITY ALERT: The Rosen Law Firm Announces Investigation of Cigna Corp. Concerning its Proposed Sale to Anthem, Inc.",negative
Law Firm Kirby McInerney LLP Investigating Potential Claims on Behalf of Cigna Corporation Stockholders,negative
"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Cigna Corp. of Commencement of an Investigation Concerning the Fairness of the Sale of the Company to Anthem, Inc.",negative
Should Consumers Be Concerned Over the Anthem-Cigna Deal?,negative
"Since Announcing Merger, Anthem And Cigna Have Already Lost $3 Billion On Wall Street",negative
Why Cigna Is Trading So Far Below Anthem's Offer Price,negative
Finkelstein Thompson LLP Investigates Potentially Unfair Buyout of Cigna Corp.,negative
"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Cigna Corp. of Commencement of an Investigation Concerning the Fairness of the Sale of the Company to Anthem, Inc. -- CI",negative
Why Blue Cross Hates Anthem's Cigna Deal,negative
Why Rival Blue Cross Plans Hate Anthem's Cigna Deal,negative
"Lifshitz & Miller Law Firm Announces Investigation of Cigna Corporation, Cytec Industries Inc., Ikanos Communications, Inc., IPC Healthcare Inc., Magnetek Inc., Pascack Bancorp, Inc., StanCorp Financial Group Inc., and Tecumseh Products Com",negative
U.S. hospitals urge DOJ antitrust probe of Anthem-Cigna deal,negative
Bear of the Day: Cincinnati Financial (CINF) - Bear of the Day,negative
Cincinnati Fincl downgraded by Deutsche Bank,negative
Colgate-Palmolive (CL) Stock Retreating After Morgan Stanley Downgrade,negative
Colgate-Palmolive downgraded by Morgan Stanley,negative
Will Colgate-Palmolive's (CL) Q2 Earnings Disappoint? - Analyst Blog,negative
Colgate-Palmolive (CL) Misses on Q2 Earnings & Sales - Tale of the Tape,negative
Colgate-Palmolive (CL) Stock Falls on Earnings Miss,negative
Colgate-Palmolive Hit Again by Stronger Dollar,negative
Colgate-Palmolive misses 2Q profit forecasts,negative
Colgate-Palmolive revenue falls on currency headwinds,negative
Colgate-Palmolive sales fall for fourth straight quarter,negative
"Clorox 4Q profit falls, overseas sales drop",negative
Clorox apologizes for 'emojis' tweet,negative
Clorox misses 3Q profit forecasts,negative
Clorox warns of safety concerns after Venezuelan takeover of plants,negative
Clorox's Knauss to Retire as Chairman,negative
Clorox: Venezuelan seizure of plant risks safety,negative
Grocery chain sues Clorox for price discrimination,negative
Venezuela takes over closed Clorox factory,negative
Comerica misses Street 3Q forecasts,negative
Comerica (CMA) Stock Tanks Following Earnings Miss,negative
Comerica Bank's stock takes a hit after its big energy portfolio weighs on profit,negative
Comerica Drops as Oil Crash Pain Spreads to Shale Boom Bankers,negative
"Comerica Earnings Lag on High Provisions, Revenues Up Y/Y - Analyst Blog",negative
Comerica Profit Slips as It Braces for Energy Loan Losses,negative
Comcast Drops Post Q2; ETFs to Watch - ETF News And Commentary,negative
Comcast Slashes the Value of Its Weather Channel Investment,negative
Six U.S. senators call for rejection of Comcast-TWC merger,negative
Time Warner Cable shares dive as 'US looks to block $45bn Comcast deal',negative
Comcast traders nervous about pullback,negative
Comcast loses $400M over failed Time Warner acquisition,negative
"CME Fined Trader $55,000 for Spoofing  Treasury Futures in 2011",negative
CME fields complaints on soy crush spread after futures pits close,negative
CME denies problem with soy crush spread after futures pits close,negative
"CME Eliminated 3% of Staff, With Half Coming From Technology",negative
CME Group cuts 3 pct of employees in another round of reductions,negative
CME Group cuts 3 percent of employees in another round of reductions,negative
Chipotle shares sink as pork shortage cuts into sales,negative
"Chipotle slumps on slower sales growth, pork woes",negative
"Chipotle Has Added 2016 Earnings Risk, Wunderlich Warns",negative
Chipotle Misses Key Sales Metric in Quarterly Results,negative
"Chipotle Sales Rise 14%, But Are Disappointing",negative
Chipotle Sales Trail Estimates as Higher Prices Slow Growth,negative
Chipotle Shares Reverse After-Hours Decline To Gobble Up New High,negative
Chipotle's sales growth falls short of Wall Street forecasts,negative
"Rising Costs Start to Weigh on Chipotle, but Not All the News Is Bad",negative
Chipotle sued over GMO-free claims,negative
Bears take the wheel at Cummins,negative
Can Cummins Earnings Stop Its Stock's Long Slide?,negative
Cummins misses 1Q profit forecasts,negative
CMS Energy misses 2Q profit forecasts,negative
CMS Energy misses 4Q profit forecasts,negative
CMS Energy misses Street 3Q forecasts,negative
CMS spending $1 billion to settle pollution case,negative
CenterPoint Energy Misses Q1 Earnings on Milder Weather - Analyst Blog,negative
CenterPoint misses 1Q profit forecasts,negative
CenterPoint misses 2Q profit forecasts,negative
CONSOL Energy (CNX) Enters Oversold Territory - Tale of the Tape,negative
CONSOL Energy (CNX) Stock Closes Lower Amid Oil Price Drop,negative
CONSOL Energy (CNX) Stock Gets Price Target Slashed at Barclays,negative
CONSOL Energy (CNX) Stock Falls on Stricter Regulations for Clean Power Plan,negative
CONSOL Energy (CNX) Stock Downgraded at Deutsche Bank,negative
CONSOL Energy downgraded by Deutsche Bank,negative
Capital One earnings fall on greater expected credit losses,negative
Capital One misses 4Q profit forecasts,negative
Capital One shares fall as 3Q profit disappoints,negative
"4:22 pm Capital One misses by $0.19, reports revs in-line",negative
Capital One Financial Earnings: Slower Growth and Higher Expenses,negative
Capital One misses Street 2Q forecasts,negative
Capital One's Profit Misses Expectations,negative
Capital One Profit Misses Estimates on Credit-Loss Provisions,negative
Capital One Falls Most in Four Years as Profit Misses Estimates,negative
Capital One Financial (COF) Stock Tanking by Double Digits on Heavy Volume,negative
Capital One Financial Corp. (COF) In Midst Of Steepest Decline Year-to-Date Following Poor Quarterly Results,negative
"Capital One Q2 Earnings Miss on Higher Costs, Shares Fall - Analyst Blog",negative
Capital One announces layoffs as it revamps tech,negative
"Capital One downgraded by Goldman, Wells Fargo and JP Morgan",negative
Why Shares of Capital One Financial Dropped 12%,negative
Capital One Financial Earnings Disappoint Wall Street Analysts,negative
Capital One Bank announces layoffs,negative
Why Capital One Financial Took a Bite Out of Investors' Wallets in July,negative
Cabot Oil & Gas (COG) Stock Declines Along With Oil Prices,negative
Cabot misses Street 3Q forecasts,negative
Cabot reports 4Q loss,negative
"7:35 am Cabot Oil & Gas reports EPS in-line, misses on revs",negative
Cabot Oil & Gas (COG) Stock Falls on Earnings Miss,negative
"Cabot Oil and Gas (GOG) Misses on Q2 Earnings, Revenues - Tale of the Tape",negative
Cabot reports 2Q loss,negative
Cabot Oil & Gas (COG) Stock Price Target Cut at Barclays,negative
This Trio Fueled July 15.6% Plunge in Cabot Oil & Gas Corporation Stock,negative
Coach (COH) Stock Price Target Lowered at Sterne Agee,negative
Coach 3Q revenue falls short of analysts' expectations,negative
Handbag maker Coach's China sales growth slows to two-year low,negative
"Coach (COH) Stock Gets Price Target, Estimates Reduced at Credit Suisse",negative
Coach (COH) Stock Slumping After JPMorgan Downgrade,negative
Coach downgraded by JP Morgan,negative
Is Coach in for Another Price Plunge?,negative
